x,y,yaw,v
-22.95,4.21419192,-1.6322056924425097,1.594928315356565
-22.95,3.99335355,-1.5349305555030666,1.9172992763792969
-22.93418745,3.77349962,-1.472694344408,2.018287136752762
-22.90679582,3.55436658,-1.4189854653340679,2.2539627585024062
-22.86743517,3.33717585,-1.382456093644589,2.772621033217765
-22.8241252,3.120626,-1.3734007625047553,2.999999999999789
-22.78081523,2.90407616,-1.3734007625047475,2.9999998793616354
-22.73750526,2.68752631,-1.3734007669450112,2.999999999999783
-22.69419529,2.47097646,-1.3734007669450192,2.6245909751728993
-22.65088532,2.25442661,-1.3891946034849756,2.8353556063103236
-22.61443654,2.03661922,-1.395606395685927,2.624528910448654
-22.57391178,1.81955889,-1.379811542002205,2.835381808306261
-22.53060181,1.60300904,-1.3734007625047553,2.999999999999789
-22.48729184,1.3864592,-1.3734007625047475,2.9999998793616354
-22.44398187,1.16990935,-1.3734007669450112,2.6229399007472973
-22.4006719,0.9533595,-1.389274051398366,2.837285431625082
-22.36425763,0.73554578,-1.395606395685935,2.3808228954938544
-22.32369836,0.51849178,-1.4243193901892026,1.1475283881942528
