t_s,mode,x,y,yaw,speed,cmd_speed,cmd_steer,collisions
0.052,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.102,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.152,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.202,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.252,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.302,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.352,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.402,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.452,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.502,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.552,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.602,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.652,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.702,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.752,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.802,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.852,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.902,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.952,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.002,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.053,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.102,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.152,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.202,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.252,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.302,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.352,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.402,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.452,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.502,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.552,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.602,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.652,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.702,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.752,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.802,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.852,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.902,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.952,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.002,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.052,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.102,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.152,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.202,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.252,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.302,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.352,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.402,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.452,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.502,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.552,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.602,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.652,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.702,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.752,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.802,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.852,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.902,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.952,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.002,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.052,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.102,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.153,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.202,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.252,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.303,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.352,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.402,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.452,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.502,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.552,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.602,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.652,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.702,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.752,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.802,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.852,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.902,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.952,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.002,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.052,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.102,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.152,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.202,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.252,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.302,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.352,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.402,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.453,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.502,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.552,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.602,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.652,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.702,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.752,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.802,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.852,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.902,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.952,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.002,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.052,rrt,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
