t_s,mode,x,y,yaw,speed,cmd_speed,cmd_steer,collisions
11.376,rrt,7.3069,-0.2006,0.0316,0.5315,0.7549,-0.2599,0
11.433,rrt,7.3422,-0.2005,0.0253,0.4759,1.1727,0.0406,0
11.538,rrt,7.3713,-0.1994,0.0267,0.5179,0.4999,-0.3938,0
11.608,rrt,7.4124,-0.1998,0.0192,0.6767,0.5608,-0.3618,0
11.670,rrt,7.4637,-0.1977,0.0263,0.6861,0.5902,-0.3464,0
11.738,rrt,7.5113,-0.1986,0.0116,0.5596,0.4500,0.4200,0
11.786,rrt,7.5447,-0.2037,-0.0196,0.5582,0.7522,-0.2613,0
11.848,rrt,7.5828,-0.2113,-0.0562,0.5098,0.4500,0.4200,0
11.922,rrt,7.6085,-0.2160,-0.0744,0.5414,1.2051,0.0236,0
12.004,rrt,7.6507,-0.2250,-0.1050,0.4918,0.4500,0.4200,0
12.062,rrt,7.6881,-0.2297,-0.1083,0.6354,0.4500,0.4200,0
12.174,rrt,7.7275,-0.2334,-0.1045,0.5893,0.4500,0.4200,0
12.240,rrt,7.7688,-0.2329,-0.0770,0.4690,0.4500,0.4200,0
12.303,rrt,7.8098,-0.2259,-0.0240,0.4445,0.4500,0.4200,0
12.367,rrt,7.8363,-0.2200,0.0113,0.4432,0.4500,0.4200,0
12.424,rrt,7.8668,-0.2120,0.0521,0.4423,0.4500,0.4200,0
12.499,rrt,7.8926,-0.2042,0.0871,0.4405,0.5519,0.3665,0
12.568,rrt,7.9224,-0.1939,0.1279,0.4405,0.8245,-0.2234,0
12.644,rrt,7.9523,-0.1827,0.1669,0.4609,1.2173,-0.0172,0
12.722,rrt,7.9853,-0.1707,0.2002,0.5472,0.4500,0.4200,0
12.832,rrt,8.0266,-0.1591,0.2148,0.6997,0.4500,0.4200,0
12.919,rrt,8.0825,-0.1470,0.2153,0.5964,0.4500,0.4200,0
12.996,rrt,8.1302,-0.1290,0.2561,0.4576,0.4500,-0.4200,0
13.060,rrt,8.1623,-0.1113,0.3035,0.4451,0.4500,-0.4200,0
13.119,rrt,8.1894,-0.0950,0.3431,0.4452,0.4500,-0.4200,0
13.176,rrt,8.2093,-0.0844,0.3608,0.4492,0.8184,0.2266,0
13.244,rrt,8.2384,-0.0722,0.3670,0.4495,1.1397,0.0579,0
13.328,rrt,8.2652,-0.0630,0.3617,0.5152,0.4500,0.4200,0
13.399,rrt,8.2966,-0.0500,0.3680,0.6354,0.9998,0.1313,0
13.472,rrt,8.3340,-0.0339,0.3772,0.6294,0.5534,0.3657,0
13.534,rrt,8.3722,-0.0128,0.4096,0.5411,1.1662,0.0440,0
13.604,rrt,8.4082,0.0084,0.4355,0.5894,0.6643,0.3075,0
13.654,rrt,8.4436,0.0321,0.4711,0.6740,0.8679,0.2006,0
13.708,rrt,8.4739,0.0515,0.4888,0.7154,0.4500,-0.4200,0
13.762,rrt,8.5086,0.0755,0.5168,0.7125,0.4500,0.4200,0
13.814,rrt,8.5321,0.0924,0.5338,0.6794,0.4500,-0.4200,0
13.900,rrt,8.5609,0.1122,0.5460,0.5150,0.4500,-0.4200,0
13.966,rrt,8.5921,0.1348,0.5623,0.4621,0.7260,-0.2751,0
14.032,rrt,8.6197,0.1508,0.5561,0.4501,0.4500,-0.4200,0
14.103,rrt,8.6455,0.1620,0.5339,0.4930,0.4500,-0.4200,0
14.187,rrt,8.6836,0.1757,0.4934,0.4679,1.0242,-0.1186,0
14.292,rrt,8.7196,0.1847,0.4455,0.4471,0.5989,0.3418,0
14.366,rrt,8.7695,0.1968,0.3928,0.6138,0.5124,0.3873,0
14.415,rrt,8.8066,0.2090,0.3791,0.6382,0.4500,0.4200,0
14.481,rrt,8.8456,0.2263,0.3910,0.5648,0.4500,0.4200,0
14.569,rrt,8.8600,0.2345,0.4039,0.5242,0.4500,0.4200,0
14.632,rrt,8.8803,0.2489,0.4335,0.4695,0.4500,0.4200,0
14.731,rrt,8.9057,0.2693,0.4756,0.4484,0.4500,0.4200,0
14.783,rrt,8.9295,0.2902,0.5167,0.4436,0.4500,0.4200,0
14.842,rrt,8.9555,0.3151,0.5634,0.4411,0.4500,0.4200,0
14.910,rrt,8.9743,0.3346,0.5983,0.4423,0.4500,0.4200,0
14.955,rrt,8.9894,0.3513,0.6271,0.4414,0.4500,0.4200,0
15.036,rrt,9.0011,0.3650,0.6507,0.4425,0.4500,0.4200,0
15.108,rrt,9.0235,0.3931,0.6972,0.4411,0.4500,0.4200,0
15.162,rrt,9.0421,0.4186,0.7380,0.4412,0.4500,-0.4200,0
15.229,rrt,9.0522,0.4334,0.7613,0.4422,0.4500,0.4200,0
15.292,rrt,9.0760,0.4716,0.8190,0.4439,0.4500,0.4200,0
15.374,rrt,9.0934,0.4979,0.8474,0.4452,0.6620,0.3087,0
15.460,rrt,9.1081,0.5257,0.8866,0.4422,0.4500,0.4200,0
15.547,rrt,9.1245,0.5586,0.9291,0.4825,0.4500,0.4200,0
15.627,rrt,9.1425,0.5949,0.9685,0.4815,0.7509,-0.2620,0
15.666,rrt,9.1584,0.6388,1.0290,0.4464,0.4500,0.4200,0
15.729,rrt,9.1639,0.6561,1.0524,0.4442,1.0744,0.0922,0
15.819,rrt,9.1730,0.6832,1.0826,0.4645,0.6313,0.3248,0
15.960,rrt,9.1776,0.7013,1.1069,0.4498,1.1724,0.0407,0
16.083,rrt,9.1996,0.7757,1.1715,0.6339,1.0309,0.1150,0
16.165,rrt,9.2172,0.8542,1.2393,0.7672,0.7035,0.2869,0
16.240,rrt,9.2348,0.9182,1.2597,0.8682,0.8550,0.2074,0
16.312,rrt,9.2463,0.9675,1.2845,0.7769,0.9799,0.1418,0
16.381,rrt,9.2546,1.0271,1.3315,0.7534,1.1765,-0.0386,0
16.462,rrt,9.2574,1.0498,1.3465,0.7667,0.4500,-0.4200,0
16.527,rrt,9.2642,1.1057,1.3761,0.8384,0.9472,0.1590,0
16.600,rrt,9.2736,1.1668,1.3856,0.8352,1.1678,0.0431,0
16.660,rrt,9.2915,1.2281,1.3489,0.6248,0.7623,0.2561,0
16.712,rrt,9.3008,1.2602,1.3399,0.7170,0.4500,-0.4200,0
16.769,rrt,9.3104,1.3053,1.3470,0.7841,1.2128,-0.0196,0
16.823,rrt,9.3155,1.3427,1.3681,0.6599,1.0862,0.0860,0
16.889,rrt,9.3185,1.3662,1.3774,0.5411,1.1767,0.0385,0
16.935,rrt,9.3205,1.3775,1.3785,0.6038,1.0154,0.1232,0
16.989,rrt,9.3242,1.3965,1.3783,0.6866,1.1399,-0.0578,0
17.057,rrt,9.3303,1.4326,1.3845,0.7723,0.9737,0.1451,0
17.138,rrt,9.3411,1.5074,1.4016,0.8864,0.6956,-0.2910,0
17.194,rrt,9.3513,1.5712,1.4015,0.9447,1.2086,0.0217,0
17.252,rrt,9.3611,1.6360,1.4122,0.8623,0.6681,0.3055,0
17.342,rrt,9.3679,1.6836,1.4144,0.8086,1.1296,-0.0632,0
17.407,rrt,9.3746,1.7312,1.4206,0.7437,1.0007,-0.1309,0
17.483,rrt,9.3765,1.7963,1.4637,0.7676,1.2466,0.0018,0
17.616,rrt,9.3784,1.8451,1.4784,0.8448,1.1916,-0.0306,0
17.759,rrt,9.3862,1.9059,1.4637,0.9225,0.4500,-0.4200,0
17.903,rrt,9.3985,2.0041,1.4570,1.0404,0.9585,0.1531,0
18.000,rrt,9.4144,2.1192,1.4436,0.9037,0.8374,-0.2166,0
18.109,rrt,9.4332,2.1920,1.3896,0.5710,1.0992,0.0792,0
18.194,rrt,9.4499,2.2478,1.3595,0.6947,0.9432,0.1611,0
18.284,rrt,9.4711,2.3104,1.3213,0.7912,0.6246,0.3283,0
18.389,rrt,9.4863,2.3668,1.3212,0.8595,0.8757,0.1965,0
18.475,rrt,9.5013,2.4731,1.3833,0.6904,0.8240,0.2236,0
18.558,rrt,9.5020,2.5138,1.4209,0.6862,1.0987,-0.0794,0
18.660,rrt,9.5039,2.5791,1.4602,0.7465,1.0334,0.1137,0
18.751,rrt,9.5030,2.6489,1.5028,0.8229,1.2184,0.0166,0
18.832,rrt,9.5070,2.7276,1.5050,0.9133,0.4500,-0.4200,0
18.916,rrt,9.5095,2.8029,1.5202,0.9845,1.0745,0.0921,0
19.038,rrt,9.5125,2.8771,1.5202,0.7050,0.8954,0.1861,0
19.119,rrt,9.5211,2.9303,1.4873,0.6311,1.0027,0.1299,0
19.165,rrt,9.5283,2.9941,1.4824,0.7651,0.8250,0.2231,0
19.295,rrt,9.5283,3.0411,1.5062,0.8012,0.8627,-0.2034,0
19.425,rrt,9.5250,3.1321,1.5529,0.8237,0.9303,0.1678,0
19.531,rrt,9.5162,3.2229,1.6000,0.8350,0.4500,-0.4200,0
19.622,rrt,9.5156,3.2989,1.5904,0.8597,1.1550,-0.0499,0
19.709,rrt,9.5110,3.3651,1.6105,0.6752,0.4500,-0.4200,0
19.774,rrt,9.5102,3.4425,1.5980,0.6988,0.4500,-0.4200,0
19.868,rrt,9.5103,3.4750,1.5916,0.5655,0.4500,-0.4200,0
19.945,rrt,9.5135,3.5058,1.5694,0.4767,1.2132,-0.0193,0
19.992,rrt,9.5224,3.5419,1.5223,0.4462,0.7797,-0.2469,0
20.071,rrt,9.5262,3.5550,1.5049,0.4453,1.2248,0.0132,0
20.177,rrt,9.5371,3.5964,1.4630,0.5910,1.2308,0.0101,0
20.230,rrt,9.5474,3.6405,1.4353,0.7259,1.1643,-0.0450,0
20.327,rrt,9.5564,3.6960,1.4308,0.8716,1.2268,0.0122,0
20.364,rrt,9.5628,3.7410,1.4299,0.9401,1.0225,0.1194,0
20.381,rrt,9.5674,3.7693,1.4261,0.9704,1.2388,0.0059,0
20.448,rrt,9.5816,3.8589,1.4230,1.0362,0.7645,-0.2549,0
20.524,rrt,9.5816,3.8589,1.4230,1.0362,1.2043,-0.0240,0
20.603,rrt,9.5945,3.9520,1.4267,0.9361,0.9256,0.1703,0
20.679,rrt,9.6049,4.0032,1.4070,0.8700,1.1978,0.0274,0
20.738,rrt,9.6217,4.0853,1.3946,0.9535,0.9642,0.1500,0
20.806,rrt,9.6302,4.1509,1.4158,0.9574,1.0350,0.1129,0
20.869,rrt,9.6351,4.1996,1.4287,0.9819,0.8004,0.2360,0
20.892,rrt,9.6402,4.2677,1.4543,0.9750,0.4500,-0.4200,0
20.975,rrt,9.6431,4.3259,1.4757,0.9205,0.7818,-0.2458,0
21.044,rrt,9.6440,4.3631,1.4917,0.6143,0.8258,-0.2227,0
21.070,rrt,9.6480,4.4015,1.4846,0.5546,0.4500,-0.4200,0
21.138,rrt,9.6490,4.4070,1.4814,0.5645,0.4500,0.4200,0
21.200,rrt,9.6578,4.4474,1.4530,0.5561,0.6190,0.3313,0
21.250,rrt,9.6701,4.4857,1.4108,0.4656,0.8079,0.2321,0
21.323,rrt,9.6770,4.5082,1.3935,0.4838,1.1650,-0.0446,0
21.385,rrt,9.6815,4.5278,1.3876,0.5257,0.9666,0.1488,0
21.417,rrt,9.6898,4.5805,1.3960,0.6891,0.4500,0.4200,0
21.476,rrt,9.6910,4.5875,1.3962,0.7118,0.9924,0.1352,0
21.506,rrt,9.6999,4.6384,1.3980,0.6623,1.2085,-0.0218,0
21.574,rrt,9.7021,4.6623,1.4108,0.5806,0.4500,0.4200,0
21.616,rrt,9.7044,4.6939,1.4253,0.6906,0.7405,0.2675,0
21.658,rrt,9.7095,4.7376,1.4299,0.6686,0.6794,0.2996,0
21.687,rrt,9.7116,4.7560,1.4335,0.5997,1.2077,0.0222,0
21.771,rrt,9.7129,4.7930,1.4562,0.6241,0.6338,-0.3235,0
21.837,rrt,9.7123,4.8125,1.4727,0.6803,0.7553,-0.2597,0
21.900,rrt,9.7132,4.8724,1.4938,0.7214,0.7053,-0.2860,0
21.933,rrt,9.7171,4.9067,1.4844,0.6736,1.1792,-0.0372,0
22.000,rrt,9.7293,4.9603,1.4428,0.6883,0.5860,0.3486,0
22.023,rrt,9.7330,4.9742,1.4324,0.7347,0.4500,0.4200,0
22.101,rrt,9.7457,5.0353,1.4160,0.6921,0.8040,0.2342,0
22.162,rrt,9.7479,5.0540,1.4217,0.5775,1.1885,0.0323,0
